,ponto,evento,reta,x_rompimento,y_rompimento,inicio_janela,fim_janela
0,472.0,2.0,3.0,472.0,61.11709770114942,376.0,445.0
4,479.0,2.0,2.0,477.0,62.22624070725337,408.0,477.0
8,515.0,2.0,4.0,511.0,40.411725218169614,445.0,514.0
10,675.0,2.0,8.0,674.0,43.836026331538,599.0,668.0
13,678.0,2.0,7.0,678.0,23.4179150107001,554.0,623.0
24,807.0,2.0,11.0,804.0,71.76470588235294,729.0,798.0
27,859.0,2.0,12.0,854.0,59.43513345747983,782.0,851.0
30,871.0,2.0,14.0,866.0,46.336499321573946,801.0,870.0
31,886.0,2.0,13.0,886.0,46.855345911949684,797.0,866.0
39,999.0,2.0,22.0,995.0,75.29112081513829,919.0,988.0
45,1011.0,2.0,20.0,1006.0,61.99740596627756,936.0,1005.0
44,1011.0,2.0,19.0,1011.0,51.9483487601417,941.0,1010.0
51,1015.0,2.0,17.0,1014.0,42.5152566710542,912.0,981.0
76,1173.0,2.0,26.0,1170.0,53.176825328451436,1103.0,1172.0
